$ pypy -V
Python 2.7.10 (0e2d9a73f5a1818d0245d75daccdbe21b2d5c3ef, Sep 09 2016, 08:57:59)
[PyPy 5.4.1 with GCC 6.1.1 20160621 (Red Hat 6.1.1-3)]

$ pypy runtests.py -v
test_less_LL_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_MM_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... /home/graham/pypy/numba/numba/tests/test_ufuncs.py:2: FutureWarning: In the future, 'NAT < x' and 'x < NAT' will always be False.
  
ERROR
test_less_OO_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_QQ_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_bb_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_dd_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_ee_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_BB_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_DD_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_FF_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_GG_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_HH_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_II_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_LL_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_MM_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... /home/graham/pypy/numba/numba/tests/test_ufuncs.py:2: FutureWarning: In the future, 'NAT <= x' and 'x <= NAT' will always be False.
  
ERROR
test_less_equal_OO_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_QQ_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_bb_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_dd_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_ee_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_ff_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_gg_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_hh_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_ii_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_ll_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_mm_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_equal_qq_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_ff_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_gg_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_hh_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_ii_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_ll_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_mm_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_less_qq_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_D_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_F_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_G_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_O_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_d_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_e_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_f_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log10_g_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_D_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_F_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_G_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_O_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_d_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_e_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_f_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log1p_g_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_D_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_F_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_G_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_O_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_d_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_e_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_f_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log2_g_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_D_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_F_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_G_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_O_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_d_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_e_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_f_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_log_g_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp2_dd_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp2_ee_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp2_ff_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp2_gg_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp_dd_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp_ee_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp_ff_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logaddexp_gg_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_BB_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_DD_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_FF_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_GG_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_HH_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_II_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_LL_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_OO_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_QQ_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_bb_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_dd_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_ee_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_ff_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_gg_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_hh_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_ii_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_ll_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_and_qq_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_?_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_B_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_D_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_F_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_G_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_H_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_I_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_L_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_O_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_Q_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_b_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_d_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_e_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_f_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_g_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_h_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_i_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_l_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_not_q_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_BB_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_DD_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_FF_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_GG_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_HH_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_II_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_LL_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_OO_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_QQ_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_bb_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_dd_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_ee_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_ff_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_gg_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_hh_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_ii_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_ll_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_or_qq_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_BB_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_DD_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_FF_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_GG_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_HH_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_II_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_LL_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_OO_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_QQ_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_bb_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_dd_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_ee_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_ff_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_gg_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_hh_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_ii_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_ll_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_logical_xor_qq_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_BB_B (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_DD_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_FF_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_GG_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_HH_H (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_II_I (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_LL_L (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_MM_M (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ERROR
test_maximum_OO_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_QQ_Q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_bb_b (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_dd_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_ee_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_ff_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_gg_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_hh_h (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_ii_i (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_ll_l (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_mm_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_maximum_qq_q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_BB_B (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_DD_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_FF_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_GG_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_HH_H (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_II_I (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_LL_L (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_MM_M (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ERROR
test_minimum_OO_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_QQ_Q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_bb_b (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_dd_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_ee_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_ff_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_gg_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_hh_h (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_ii_i (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_ll_l (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_mm_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_minimum_qq_q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_BB_B (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_DD_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_FF_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_GG_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_HH_H (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_II_I (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_LL_L (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_OO_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_QQ_Q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_bb_b (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_dd_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_dm_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_ee_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_ff_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_gg_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_hh_h (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_ii_i (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_ll_l (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_md_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_mq_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_qm_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_multiply_qq_q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_?_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_B_B (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_D_D (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_F_F (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_G_G (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_H_H (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_I_I (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_L_L (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_O_O (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_Q_Q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_b_b (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_d_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_e_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_f_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_g_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_h_h (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_i_i (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_l_l (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_m_m (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_negative_q_q (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_nextafter_dd_d (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_nextafter_ee_e (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_nextafter_ff_f (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_nextafter_gg_g (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_??_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_BB_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_DD_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_FF_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_GG_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_HH_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_II_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_LL_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_MM_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... /home/graham/pypy/numba/numba/tests/test_ufuncs.py:2: FutureWarning: In the future, NAT != NAT will be True rather than False.
  
ERROR
test_not_equal_OO_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_QQ_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_bb_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_dd_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_ee_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_ff_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_gg_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_hh_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_ii_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
test_not_equal_ll_? (numba.tests.test_ufuncs.TestLoopTypesDatetimeNoPython) ... ok
